,,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt
2016,124,60240,Removal of thyroid,N,F,12,12,12,2833.6666667,512.42666667,413.31166667
2016,125,60240,Removal of thyroid,N,F,29,29,29,2500,831.49310345,657.93103448
2016,126,60240,Removal of thyroid,N,F,12,12,12,3965,902.55833333,719.11416667
2016,127,60240,Removal of thyroid,N,F,24,24,24,2283.4166667,754.4675,605.46041667
2016,128,60240,Removal of thyroid,N,F,17,17,17,3065,713.13235294,569.99058824
2016,129,60240,Removal of thyroid,N,F,23,23,23,1533.0434783,856.40304348,670.92608696
2016,130,60240,Removal of thyroid,N,F,12,12,12,2795,924.72,736.77
2016,131,60240,Removal of thyroid,N,F,13,13,13,3938.4615385,919.06769231,732.26923077
2016,132,60240,Removal of thyroid,N,F,11,11,11,2185,719.62363636,576.23636364
2016,133,60240,Removal of thyroid,N,F,17,17,17,3292,881.02,701.95
2016,134,60240,Removal of thyroid,N,F,14,14,14,4043,831.465,662.46428571
2016,135,60240,Removal of thyroid,N,F,17,17,17,974,126.49705882,100.78588235
2016,136,60240,Removal of thyroid,N,F,13,13,13,2000,925.11307692,729.04307692
2016,137,60240,Removal of thyroid,N,F,35,35,35,1400,920.57142857,724.44685714
2016,138,60240,Removal of thyroid,N,F,11,11,11,2816.4290909,780.02272727,621.48090909
2016,139,60240,Removal of thyroid,N,F,11,11,11,2244.5454545,769.36454545,612.98727273
2016,140,60240,Removal of thyroid,N,F,13,13,13,3879.2307692,955.94230769,756.02923077
2016,141,60240,Removal of thyroid,N,F,17,17,17,1550,893.69,712.05
2016,142,60240,Removal of thyroid,N,F,14,14,14,1958.81,850.72571429,681.45642857
2016,143,60240,Removal of thyroid,N,F,11,11,11,3000,904.68636364,719.33272727
2016,144,60240,Removal of thyroid,N,F,13,13,13,1263.5,117.13461538,93.326923077
2016,145,60240,Removal of thyroid,N,F,11,11,11,891.36363636,98.198181818,78.240909091
2016,146,60240,Removal of thyroid,N,O,15,15,15,968.74666667,100.01666667,79.69
2016,147,60240,Removal of thyroid,N,F,15,15,15,3807,925.91,737.72
2016,148,60240,Removal of thyroid,N,F,12,12,12,3413,870.845,681.98583333
2016,149,60240,Removal of thyroid,N,F,12,12,12,5339,721.94666667,575.20916667
2016,150,60240,Removal of thyroid,N,F,14,14,14,2801.3571429,881.29214286,723.52428571
2016,151,60240,Removal of thyroid,N,F,11,11,11,2669,881.17272727,704.09090909
2016,152,60240,Removal of thyroid,N,F,11,11,11,4769.1818182,723.57818182,574.69909091
2016,153,60240,Removal of thyroid,N,F,23,23,23,2975,748.13347826,599.73347826
2016,154,60240,Removal of thyroid,N,F,12,12,12,3224,876.06916667,687.54833333
2016,155,60240,Removal of thyroid,N,F,21,21,21,3069,798.75238095,636.4
2016,156,60240,Removal of thyroid,N,F,21,21,21,2861,876.82619048,698.60857143
2016,157,60240,Removal of thyroid,N,F,12,12,12,2166,497.17833333,396.07333333
2016,158,60240,Removal of thyroid,N,F,22,22,22,1874,872.75,695.36
2016,159,60240,Removal of thyroid,N,F,20,20,20,11518.95,1963.68,1564.56
2016,160,60240,Removal of thyroid,N,F,13,13,13,3972.0769231,812.61076923,643.05153846
2016,161,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",Y,O,25,60240,142,2,0.9899785857,0.7869161687
2016,162,60240,Removal of thyroid,N,F,12,12,12,1991,887.83833333,707.38416667
2016,163,60240,Removal of thyroid,N,F,16,16,16,6214.25,1828.22,1456.63
2016,164,60240,Removal of thyroid,N,F,12,12,12,4974,1023.5258333,802.27333333
2016,165,60240,Removal of thyroid,N,F,24,24,24,2273,837.21458333,661.53875
2016,166,60240,Removal of thyroid,N,F,13,13,13,2917.6153846,807.37461538,643.27846154
2015,0,60240,Removal of thyroid,N,F,11,11,11,2527,773.37,616.18090909
2015,1,60240,Removal of thyroid,N,F,32,32,32,606,136.74125,108.946875
2015,2,60240,Removal of thyroid,N,F,13,13,13,2428,843.09846154,671.73615385
2015,3,60240,Removal of thyroid,N,F,40,40,40,4975.78125,832.233,663.70475
2015,4,60240,Removal of thyroid,N,F,13,13,13,1935,913.16538462,727.56461538
2015,5,60240,Removal of thyroid,N,F,11,11,11,3508.2727273,908.28636364,723.67363636
2015,6,60240,Removal of thyroid,N,F,20,20,20,2736.58,799.86,641.3395
2015,7,60240,Removal of thyroid,N,F,11,12,11,1697.5,652.68083333,520.02166667
2015,8,60240,Removal of thyroid,N,F,13,13,13,3449,975.79692308,767.67153846
2015,9,60240,Removal of thyroid,N,F,12,12,12,988.99,920.8875,731.7225
2015,10,60240,Removal of thyroid,N,F,14,14,14,1855,1760.1314286,1402.3007143
2015,11,60240,Removal of thyroid,N,F,23,23,23,2039.5217391,756.8626087,604.6326087
2015,12,60240,Removal of thyroid,N,F,32,32,32,6548.59375,974.253125,769.2459375
2015,13,60240,Removal of thyroid,N,F,11,11,11,767,129.72727273,104.71818182
2015,14,60240,Removal of thyroid,N,F,15,15,15,3391.46,938.152,743.69466667
2015,15,60240,Removal of thyroid,N,F,11,11,11,2998,800.04636364,631.61909091
2015,16,60240,Removal of thyroid,N,F,11,11,11,4447,1992.1772727,1580.8772727
2015,17,60240,Removal of thyroid,N,F,13,13,13,2636,766.66384615,609.14769231
2015,18,60240,Removal of thyroid,N,F,21,21,21,1806,956.22619048,756.29047619
2015,19,60240,Removal of thyroid,N,F,12,12,12,4250,886.76,704.99916667
2015,20,60240,Removal of thyroid,N,F,14,14,14,10550,867.04857143,690.82142857
2015,21,60240,Removal of thyroid,N,F,11,11,11,2500,861.50636364,686.40272727
2015,22,60240,Removal of thyroid,N,F,23,23,23,1911,118.24086957,94.206086957
2015,23,60240,Removal of thyroid,N,F,12,12,12,2084.7066667,585.36916667,469.80833333
2015,24,60240,Removal of thyroid,N,F,30,30,30,5371.47,833.04133333,659.819
2015,25,60240,Removal of thyroid,N,F,28,28,28,2974.7857143,868.30428571,691.58821429
2015,26,60240,Removal of thyroid,N,F,15,15,15,6000,2061.8346667,1636.052
2015,27,J3262,"Injection, tocilizumab, 1 mg",Y,O,12,60240,104,10,3.5475325365,2.8253544157
2015,28,60240,Removal of thyroid,N,F,20,20,20,1767.5,78.717,59.688
2015,29,60240,Removal of thyroid,N,F,21,21,21,2694,790.65142857,624.37190476
2015,30,60240,Removal of thyroid,N,F,26,26,26,4300,905.53730769,715.88846154
2015,31,60240,Removal of thyroid,N,F,16,16,16,2527,865.898125,689.90375
2015,32,60240,Removal of thyroid,N,F,11,11,11,1220.2909091,114.20636364,90.996363636
2015,33,60240,Removal of thyroid,N,F,13,13,13,3459.86,919.36615385,732.50230769
2015,34,60240,Removal of thyroid,N,F,18,18,18,1540,1019.16,812.015
2015,35,60240,Removal of thyroid,N,F,15,15,15,1399.2,281.07133333,223.942
2015,36,60240,Removal of thyroid,N,F,20,20,20,6240,499.197,391.8795
2015,37,60240,Removal of thyroid,N,F,17,17,17,4071.6176471,909.49823529,724.63764706
2015,38,60240,Removal of thyroid,N,F,15,15,15,3772,829.56666667,660.95733333
2015,39,60240,Removal of thyroid,N,F,23,23,23,5956.5217391,1006.8917391,797.14956522
2015,40,60240,Removal of thyroid,N,F,17,17,17,2880,902.53352941,707.77117647
2015,41,60240,Removal of thyroid,N,F,13,13,13,3463.6153846,906.32230769,722.10846154
2015,42,60240,Removal of thyroid,N,F,12,12,12,608.33333333,189.9675,151.355
2015,43,60240,Removal of thyroid,N,F,16,16,16,1910,788.575,628.29625
2015,44,60240,Removal of thyroid,N,F,18,18,18,1922.2222222,912.39111111,726.94444444
2015,45,60240,Removal of thyroid,N,F,11,11,11,3612,850.73272727,677.81727273
2015,46,60240,Removal of thyroid,N,F,12,12,12,2000,457.99416667,365.82583333
2015,47,60240,Removal of thyroid,N,F,11,11,11,2513.8181818,782.13363636,623.16454545
2015,48,60240,Removal of thyroid,N,F,11,11,11,2400,853.41909091,679.96181818
2015,49,60240,Removal of thyroid,N,F,13,13,13,2252,893.80615385,703.13
2015,50,60240,Removal of thyroid,N,F,11,11,11,2719.9090909,730.67727273,582.16636364
2015,51,60240,Removal of thyroid,N,F,12,12,12,6864.0833333,751.625,591.89166667
2015,52,60240,Removal of thyroid,N,F,18,18,18,1097.8333333,912.42555556,720.46722222
2015,53,60240,Removal of thyroid,N,F,22,22,22,3030,834.93454545,665.23136364
2015,54,60240,Removal of thyroid,N,F,26,26,26,1828.2,834.61923077,664.97961538
2015,55,60240,Removal of thyroid,N,F,11,11,11,2046.5818182,664.17545455,529.17909091
2015,56,60240,Removal of thyroid,N,F,16,16,16,4432.25,884.600625,704.804375
2015,57,60240,Removal of thyroid,N,F,18,18,18,4700,894.68555556,712.83777778
2015,58,60240,Removal of thyroid,N,F,15,15,15,5339,819.424,653.136
2015,59,60240,Removal of thyroid,N,F,17,17,17,2173,782.62823529,617.05882353
2015,60,60240,Removal of thyroid,N,F,18,18,18,2694,744.34722222,598.10555556
2015,61,60240,Removal of thyroid,N,F,11,11,11,3820,923.20727273,747.02181818
2015,62,60240,Removal of thyroid,N,F,17,17,17,2527,753.96117647,600.71647059
2015,63,60240,Removal of thyroid,N,F,16,16,16,1555.51,800.8575,638.081875
2015,64,60240,Removal of thyroid,N,F,11,11,11,7276,941.47727273,750.12
2015,65,60240,Removal of thyroid,N,F,11,11,11,3807,923.71454545,732.08636364
2015,66,60240,Removal of thyroid,N,F,13,13,13,2100,805.88,642.08461538
2015,67,60240,Removal of thyroid,N,F,19,19,19,2052.72,897.17210526,702.48789474
2015,68,60240,Removal of thyroid,N,F,12,12,12,2350,846.65666667,674.57333333
2015,69,60240,Removal of thyroid,N,F,19,19,19,2073.6842105,852.33947368,660.87105263
2015,70,60240,Removal of thyroid,N,F,13,13,13,2400.7692308,791.17769231,630.36923077
2015,71,60240,Removal of thyroid,N,F,21,21,21,1800,776.32761905,618.53619048
2015,72,60240,Removal of thyroid,N,F,12,12,12,2182,922.25333333,734.80333333
2015,73,60240,Removal of thyroid,N,F,14,14,14,2966.4421429,921.82785714,725.95857143
2015,74,60240,Removal of thyroid,N,F,15,15,15,1825.6,825.068,667.794
2015,75,60240,Removal of thyroid,N,F,11,11,11,2500,803.94272727,642.86909091
2015,76,60240,Removal of thyroid,N,F,12,12,12,2168,765.26833333,622.17666667
2015,77,60240,Removal of thyroid,N,F,11,11,11,2130.5454545,924.49272727,715.29454545
2015,78,60240,Removal of thyroid,N,F,12,12,12,2801.3333333,885.14833333,702.41833333
2015,79,60240,Removal of thyroid,N,F,11,11,11,1884,782.86818182,613.1
2015,80,60240,Removal of thyroid,N,F,20,20,20,547.316,108.9595,82.465
2015,81,60240,Removal of thyroid,N,F,12,12,12,1800,655.2725,522.08833333
2015,82,60240,Removal of thyroid,N,F,12,12,12,2129,886.375,706.21666667
2015,83,60240,Removal of thyroid,N,F,26,26,26,3747.5384615,847.78653846,675.47076923
2015,84,60240,Removal of thyroid,N,F,13,13,13,10550,117.24,93.411538462
2015,85,60240,Removal of thyroid,N,F,11,11,11,960,119.26818182,95.023636364
2015,86,60240,Removal of thyroid,N,F,14,14,14,3200,889.72357143,700.51642857
2015,87,60240,Removal of thyroid,N,F,15,15,15,2306,831.96266667,665.668
2015,88,60240,Removal of thyroid,N,F,17,17,17,2137,778.43823529,626.53117647
2015,89,60240,Removal of thyroid,N,F,11,11,11,5000,970.75818182,773.45272727
2015,90,60240,Removal of thyroid,N,F,16,16,16,2721,779.823125,623.908125
2015,91,60240,Removal of thyroid,N,F,20,20,20,2774,810.103,645.45
2015,92,60240,Removal of thyroid,N,F,18,18,18,5902.4444444,855.665,681.74722222
2015,93,60240,Removal of thyroid,N,F,25,25,25,4043,723.4396,571.7144
2015,94,60240,Removal of thyroid,N,F,18,18,18,2096.9444444,124.555,99.592222222
2015,95,60240,Removal of thyroid,N,F,11,11,11,3306.0909091,862.17636364,686.93818182
2015,96,60240,Removal of thyroid,N,F,17,17,17,2308,1021.9641176,807.35647059
2015,97,60240,Removal of thyroid,N,F,21,21,21,3041,1028.2652381,819.26761905
2015,98,60240,Removal of thyroid,N,F,13,13,13,3071,818.70538462,647.11461538
2015,99,60240,Removal of thyroid,N,F,18,18,18,2711,782.335,629.325
2015,100,60240,Removal of thyroid,N,F,11,11,11,3045,863.14818182,687.71454545
2015,101,60240,Removal of thyroid,N,F,28,28,28,2711,786.81857143,626.89714286
2015,102,60240,Removal of thyroid,N,F,11,11,11,1879,781.83,622.92181818
2015,103,60240,Removal of thyroid,N,F,21,21,21,2161.9047619,828.68,660.24666667
2015,104,60240,Removal of thyroid,N,F,13,13,13,2600,854.33615385,680.68923077
2015,105,60240,Removal of thyroid,N,F,21,21,21,2918,871.54809524,688.84904762
2015,106,60240,Removal of thyroid,N,F,11,11,11,3677.6727273,889.49818182,708.70272727
2015,107,60240,Removal of thyroid,N,F,11,11,11,2868,956.01818182,751.05454545
2015,108,60240,Removal of thyroid,N,F,11,11,11,2675,2170.28,1729.17
2015,109,60240,Removal of thyroid,N,F,11,11,11,1725,114.07,90.885454545
2015,110,60240,Removal of thyroid,N,F,19,19,19,1587.1710526,231.55947368,184.49368421
2015,111,60240,Removal of thyroid,N,F,14,14,14,2527.2857143,823.15428571,655.84714286
2015,112,60240,Removal of thyroid,N,F,11,11,11,3600,924.06545455,736.24909091
2015,113,60240,Removal of thyroid,N,F,21,21,21,2874,828.14,652.23047619
2015,114,60240,Removal of thyroid,N,F,11,11,11,2921,933.76545455,730.09727273
2015,115,60240,Removal of thyroid,N,F,22,22,22,3041,981.56045455,780.35863636
2015,116,60240,Removal of thyroid,N,F,23,23,23,1718.1304348,116.75956522,93.433043478
2015,117,60240,Removal of thyroid,N,F,15,15,15,2100,849.014,676.45133333
2015,118,60240,Removal of thyroid,N,F,11,11,11,4250,924.99,736.98727273
2015,119,60240,Removal of thyroid,N,F,15,15,15,1365.396,827.058,658.958
2015,120,60240,Removal of thyroid,N,F,28,28,28,2500,791.13464286,624.69678571
2015,121,60240,Removal of thyroid,N,F,14,14,14,3000,876.63,698.455
2015,122,60240,Removal of thyroid,N,F,15,15,15,5733.3333333,175.38,139.73
2015,123,60240,Removal of thyroid,N,F,12,12,12,4200,967.4425,761.04583333
2015,124,60240,Removal of thyroid,N,F,18,18,18,3248.6111111,741.43333333,590.73666667
2015,125,60240,Removal of thyroid,N,F,21,21,21,3984.047619,900.0252381,711.5152381
2015,126,60240,Removal of thyroid,N,F,14,14,14,2248.7142857,788.51357143,628.24928571
2015,127,60240,Removal of thyroid,N,F,15,15,15,3045,818.898,652.45666667
2015,128,60240,Removal of thyroid,N,F,19,19,19,2142.1052632,111.98052632,89.218947368
2015,129,60240,Removal of thyroid,N,F,17,17,17,2732,874.67764706,696.89941176
2015,130,60240,Removal of thyroid,N,F,15,15,15,2795,854.964,684.65466667
2015,131,60240,Removal of thyroid,N,F,17,17,17,3876.1764706,953.86352941,759.58294118
2015,132,60240,Removal of thyroid,N,F,13,13,13,2462.9230769,756.08923077,602.41307692
2015,133,60240,Removal of thyroid,N,F,11,11,11,1954.8672727,253.29636364,202.40727273
2015,134,60240,Removal of thyroid,N,F,18,18,18,2000,960.38833333,762.55166667
2015,135,60240,Removal of thyroid,N,F,19,19,19,1457.5052632,891.77105263,714.04157895
2015,136,60240,Removal of thyroid,N,F,20,20,20,3000.9,810.1825,645.5115
2015,137,60240,Removal of thyroid,N,F,12,12,12,2096,886.13916667,712.78
2015,138,60240,Removal of thyroid,N,F,12,12,12,3899.5833333,953.59916667,759.77916667
2015,139,60240,Removal of thyroid,N,F,11,11,11,9307.6818182,921.51818182,734.22
2015,140,60240,Removal of thyroid,N,F,15,15,15,2105.8333333,101.23266667,80.654666667
2015,141,60240,Removal of thyroid,N,F,22,22,22,911.52272727,112.69681818,89.791363636
2015,142,60240,Removal of thyroid,N,F,11,11,11,3677.6727273,817.86727273,651.63272727
2015,143,60240,Removal of thyroid,N,F,16,16,16,5000,852.321875,675.169375
2015,144,60240,Removal of thyroid,N,F,18,18,18,3807,864.02277778,685.67666667
2015,145,60240,Removal of thyroid,N,F,14,14,14,3413,906.04214286,713.51928571
2015,146,60240,Removal of thyroid,N,F,12,12,12,1818.5,912.61,727.1225
2015,147,60240,Removal of thyroid,N,F,16,16,16,2134.125,841.94375,677.8475
2015,148,60240,Removal of thyroid,N,F,12,12,12,3450,854.105,680.50833333
2015,149,60240,Removal of thyroid,N,F,12,12,12,3824,785.07166667,628.8725
2015,150,60240,Removal of thyroid,N,F,15,15,15,5621.2,690.70333333,550.31466667
2015,151,60240,Removal of thyroid,N,F,11,11,11,4750,1092.9181818,870.78181818
2015,152,60240,Removal of thyroid,N,F,11,11,11,2975,839.76909091,665.64545455
2015,153,60240,Removal of thyroid,N,F,11,11,11,3224,913.74272727,728.02181818
2015,154,60240,Removal of thyroid,N,F,11,11,11,2767,831.50090909,662.49727273
2015,155,60240,Removal of thyroid,N,F,19,19,19,3069,823.12052632,657.57
2015,156,60240,Removal of thyroid,N,F,12,12,12,2983,954.80083333,760.2125
2015,157,60240,Removal of thyroid,N,F,21,21,21,2861,759.51666667,601.32761905
2015,158,60240,Removal of thyroid,N,F,23,23,23,1874,836.64217391,665.92434783
2015,159,60240,Removal of thyroid,N,F,18,18,18,10605.555556,2132.4,1714.9605556
2015,160,60240,Removal of thyroid,N,F,13,13,13,3906,788.01076923,627.84461538
2015,161,60240,Removal of thyroid,N,F,12,12,12,3443,2023.3891667,1609.1475
2015,162,60240,Removal of thyroid,N,F,13,13,13,3142,939.82615385,739.79846154
2015,163,60240,Removal of thyroid,N,F,15,15,15,2856,838.11933333,659.96
2015,164,60240,Removal of thyroid,N,F,13,13,13,4974,1021.3253846,813.74076923
2015,165,60240,Removal of thyroid,N,F,12,12,12,2500,961.99416667,766.34166667
2015,166,60240,Removal of thyroid,N,F,11,11,11,9500.1227273,2213.83,1763.86
2015,167,60240,Removal of thyroid,N,F,12,12,12,2890.5,783.83,624.51666667
